year,month,airport,carrier,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,arr_flights,arr_cancelled,arr_diverted,arr_del15,arr_delay,delay_ratio
2021,4,DFW,VX,0.0,0.0,0.0,0.0,18.66,660,4,2,57,18.66,0.0864
2021,4,DEN,AA,0.0,30.53,0.0,0.0,66.23,144,6,0,26,96.76,0.1806
2021,4,DEN,DL,30.21,0.0,22.31,0.0,0.0,140,3,0,44,52.52,0.3143
2021,4,DEN,UA,0.0,0.0,14.57,0.0,0.0,125,5,0,27,14.57,0.216
2021,4,DEN,WN,36.82,1.36,0.0,0.0,24.46,243,8,1,58,62.64,0.2387
2021,4,DEN,AS,0.0,0.0,24.29,0.0,0.0,423,7,1,72,24.29,0.1702
2021,4,DEN,B6,34.15,77.14,31.99,0.0,28.35,456,21,1,142,171.64,0.3114
2021,4,DEN,NK,0.0,0.0,23.39,0.0,0.0,231,10,0,58,23.39,0.2511
2021,4,DEN,F9,0.0,0.0,11.23,0.0,0.0,495,23,1,172,11.23,0.3475
2021,4,DEN,G4,1.51,0.0,0.0,0.0,0.0,71,1,0,21,1.51,0.2958
2021,4,DEN,VX,0.0,24.17,27.15,0.0,0.0,211,9,0,41,51.31,0.1943
2021,4,JFK,AA,21.1,0.0,0.0,0.0,12.09,411,18,1,66,33.19,0.1606
2021,4,JFK,DL,0.0,16.13,0.0,0.0,18.72,80,3,0,14,34.85,0.175
2021,4,JFK,UA,0.7,20.38,0.0,0.0,0.0,285,12,2,43,21.08,0.1509
2021,4,JFK,WN,27.62,66.24,57.21,0.0,0.15,74,1,0,19,151.23,0.2568
2021,4,JFK,AS,16.96,0.0,44.22,0.0,0.0,83,3,0,14,61.18,0.1687
2021,4,JFK,B6,0.0,0.0,0.0,0.0,0.0,416,20,2,67,0.0,0.1611
2021,4,JFK,NK,0.0,0.0,8.05,1.8,0.0,63,2,0,10,9.85,0.1587
2021,4,JFK,F9,30.83,0.0,5.16,0.0,0.0,69,2,0,23,35.99,0.3333
2021,4,JFK,G4,11.82,41.07,0.0,0.0,36.2,92,3,0,14,89.09,0.1522
2021,4,JFK,VX,3.21,34.13,57.31,0.0,53.17,309,8,1,49,147.83,0.1586
2021,4,SFO,AA,8.76,0.0,0.0,1.25,0.0,53,0,0,13,10.01,0.2453
2021,4,SFO,DL,24.77,0.0,15.13,0.0,0.0,499,7,4,130,39.91,0.2605
2021,4,SFO,UA,4.04,0.0,22.33,0.0,0.0,295,5,2,94,26.37,0.3186
2021,4,SFO,WN,25.52,0.0,51.16,0.0,0.0,431,6,0,68,76.69,0.1578
2021,4,SFO,AS,0.0,0.0,0.0,0.0,0.0,478,19,1,140,0.0,0.2929
2021,4,SFO,B6,22.71,0.0,16.8,6.32,0.0,251,6,1,72,45.83,0.2869
2021,4,SFO,NK,0.0,26.16,0.0,0.0,22.9,413,19,4,109,49.06,0.2639
2021,4,SFO,F9,0.0,0.0,14.67,0.0,0.0,242,6,2,76,14.67,0.314
2021,4,SFO,G4,0.0,0.0,0.0,0.0,0.0,490,24,0,77,0.0,0.1571
2021,4,SFO,VX,7.28,34.14,54.35,0.0,51.13,436,5,4,80,146.91,0.1835
2021,4,SEA,AA,35.55,36.96,11.41,8.05,7.18,108,1,0,32,99.15,0.2963
2021,4,SEA,DL,0.0,58.33,0.0,0.0,0.0,143,4,0,45,58.33,0.3147
2021,4,SEA,UA,0.0,0.0,54.47,0.0,0.0,63,1,0,12,54.47,0.1905
2021,4,SEA,WN,1.5,14.92,0.0,0.0,38.96,133,6,0,26,55.38,0.1955
2021,4,SEA,AS,6.62,19.86,13.14,0.0,0.0,439,13,1,113,39.62,0.2574
2021,4,SEA,B6,15.24,0.0,13.16,0.0,50.8,286,13,0,65,79.2,0.2273
2021,4,SEA,NK,10.7,0.0,0.0,0.0,47.8,317,15,3,80,58.5,0.2524
2021,4,SEA,F9,22.62,28.74,40.84,9.08,45.72,119,4,0,31,147.01,0.2605
2021,4,SEA,G4,14.88,30.9,3.3,0.0,47.29,271,10,1,41,96.37,0.1513
2021,4,SEA,VX,14.48,57.33,0.0,0.0,0.0,155,1,1,32,71.82,0.2065
2021,4,LAS,AA,13.29,59.59,0.0,0.0,60.7,467,11,1,122,133.58,0.2612
2021,4,LAS,DL,39.3,0.0,36.48,0.0,0.0,329,7,1,73,75.78,0.2219
2021,4,LAS,UA,0.0,61.6,10.85,0.0,0.0,247,11,2,53,72.45,0.2146
2021,4,LAS,WN,0.0,0.0,15.28,0.0,0.0,367,16,0,69,15.28,0.188
2021,4,LAS,AS,39.51,52.63,0.0,0.0,57.81,290,9,2,62,149.95,0.2138
2021,4,LAS,B6,35.02,0.0,31.81,0.0,0.0,346,11,2,86,66.83,0.2486
2021,4,LAS,NK,23.13,13.92,10.99,0.0,14.07,192,8,1,57,62.12,0.2969
2021,4,LAS,F9,0.0,0.0,0.0,0.0,54.78,408,6,3,130,54.78,0.3186
2021,4,LAS,G4,42.53,27.45,7.0,0.0,39.64,96,2,0,15,116.62,0.1562
2021,4,LAS,VX,0.0,45.58,52.08,0.0,0.0,160,5,0,24,97.66,0.15
2021,4,MCO,AA,0.0,0.0,0.0,0.0,0.0,398,7,2,113,0.0,0.2839
2021,4,MCO,DL,0.0,0.0,48.43,0.0,0.0,184,9,0,41,48.43,0.2228
2021,4,MCO,UA,0.0,0.0,50.66,0.0,0.0,393,11,2,65,50.66,0.1654
2021,4,MCO,WN,39.68,0.0,13.61,0.0,61.87,158,7,0,49,115.17,0.3101
2021,4,MCO,AS,34.92,43.5,0.0,0.0,8.89,129,5,0,37,87.31,0.2868
2021,4,MCO,B6,32.38,37.8,49.67,0.0,0.0,480,10,3,86,119.86,0.1792
2021,4,MCO,NK,1.38,0.0,2.65,0.0,69.86,111,2,0,29,73.89,0.2613
2021,4,MCO,F9,0.0,0.0,45.95,0.46,62.17,200,4,1,57,108.58,0.285
2021,4,MCO,G4,49.84,0.0,0.0,0.0,69.27,303,11,0,45,119.11,0.1485
2021,4,MCO,VX,12.45,0.0,22.51,0.0,0.0,273,6,0,69,34.96,0.2527
2021,4,EWR,AA,31.56,0.0,0.0,0.0,41.93,349,13,0,104,73.48,0.298
2021,4,EWR,DL,0.0,0.0,0.0,0.0,0.0,313,5,1,70,0.0,0.2236
2021,4,EWR,UA,18.42,0.0,15.15,0.0,0.0,118,3,0,33,33.57,0.2797
2021,4,EWR,WN,11.63,4.64,0.0,0.0,60.66,139,2,0,21,76.92,0.1511
2021,4,EWR,AS,0.0,45.75,0.0,0.0,47.12,400,9,3,128,92.88,0.32
2021,4,EWR,B6,0.0,0.0,0.0,0.0,0.0,371,17,2,102,0.0,0.2749
2021,4,EWR,NK,27.17,76.31,0.0,0.0,6.22,479,21,3,95,109.7,0.1983
2021,4,EWR,F9,0.0,0.0,0.0,0.0,37.05,118,5,0,25,37.05,0.2119
2021,4,EWR,G4,14.92,0.0,0.0,0.0,0.0,300,10,2,97,14.92,0.3233
2021,4,EWR,VX,46.3,0.0,46.74,0.0,21.56,478,6,3,95,114.6,0.1987
2021,4,CLT,AA,28.62,0.0,39.42,6.33,0.0,259,10,2,66,74.37,0.2548
2021,4,CLT,DL,0.0,59.56,54.32,0.0,0.0,284,3,0,82,113.89,0.2887
2021,4,CLT,UA,30.42,0.0,9.93,0.0,0.0,415,19,0,80,40.35,0.1928
2021,4,CLT,WN,13.86,0.0,13.39,0.0,54.7,154,3,1,31,81.95,0.2013
2021,4,CLT,AS,26.41,41.29,0.0,0.0,19.44,335,5,1,81,87.14,0.2418
2021,4,CLT,B6,29.22,28.18,0.0,0.0,10.88,148,1,1,44,68.29,0.2973
2021,4,CLT,NK,0.0,0.0,0.0,0.0,17.86,276,4,1,54,17.86,0.1957
2021,4,CLT,F9,5.72,0.0,15.47,0.0,23.33,276,11,0,77,44.52,0.279
2021,4,CLT,G4,0.0,61.38,21.93,0.0,0.0,270,5,2,74,83.31,0.2741
2021,4,CLT,VX,9.37,0.0,0.09,0.0,41.07,98,1,0,32,50.52,0.3265
2021,4,PHX,AA,0.0,0.0,11.43,0.0,55.65,373,14,3,84,67.08,0.2252
2021,4,PHX,DL,3.06,77.58,10.0,0.0,0.0,227,7,1,75,90.63,0.3304
2021,4,PHX,UA,0.0,34.65,44.47,0.0,50.01,391,14,0,69,129.12,0.1765
2021,4,PHX,WN,45.03,0.0,0.0,0.0,0.0,319,4,2,69,45.03,0.2163
2021,4,PHX,AS,11.8,0.0,0.0,0.0,4.54,439,14,4,139,16.35,0.3166
2021,4,PHX,B6,29.42,0.0,1.48,0.0,13.38,354,17,2,121,44.28,0.3418
2021,4,PHX,NK,42.57,0.0,55.63,0.0,2.87,109,4,0,27,101.07,0.2477
2021,4,PHX,F9,3.29,0.0,0.0,0.0,5.91,156,7,0,33,9.19,0.2115
2021,4,PHX,G4,45.3,11.46,0.0,0.0,0.0,338,4,2,84,56.76,0.2485
2021,4,PHX,VX,30.85,0.0,0.0,0.0,0.0,167,7,1,41,30.85,0.2455
2021,4,IAH,AA,0.0,0.0,29.37,1.0,0.0,375,9,0,90,30.37,0.24
2021,4,IAH,DL,43.84,0.0,54.42,0.0,37.82,336,6,2,96,136.08,0.2857
2021,4,IAH,UA,0.0,31.65,17.23,0.0,51.95,420,13,2,109,100.82,0.2595
2021,4,IAH,WN,6.12,12.84,37.55,0.0,0.0,65,2,0,13,56.51,0.2
2021,4,IAH,AS,10.46,0.0,14.19,0.0,0.0,268,12,1,51,24.65,0.1903
2021,4,IAH,B6,39.19,0.0,0.0,0.0,4.96,70,3,0,22,44.15,0.3143
2021,4,IAH,NK,37.83,17.08,59.5,0.0,25.44,468,5,2,147,139.84,0.3141
2021,4,IAH,F9,0.0,0.0,0.0,0.0,0.0,91,2,0,22,0.0,0.2418
2021,4,IAH,G4,22.73,72.65,31.87,0.0,49.39,432,9,4,129,176.64,0.2986
2021,4,IAH,VX,0.0,78.49,31.65,0.0,0.0,128,5,1,29,110.15,0.2266
2021,4,MIA,AA,43.6,0.0,30.55,0.0,35.04,245,6,0,81,109.2,0.3306
2021,4,MIA,DL,46.86,24.46,0.0,5.92,0.0,103,2,0,27,77.24,0.2621
2021,4,MIA,UA,40.74,73.06,3.21,9.69,0.0,481,11,4,125,126.7,0.2599
2021,4,MIA,WN,0.0,7.94,16.43,0.0,45.13,117,1,0,23,69.5,0.1966
2021,4,MIA,AS,31.52,0.0,10.33,0.0,0.0,308,9,1,94,41.85,0.3052
2021,4,MIA,B6,0.0,65.83,49.57,0.0,53.9,111,5,0,23,169.3,0.2072
2021,4,MIA,NK,39.7,0.0,0.0,0.0,21.85,168,1,0,50,61.55,0.2976
2021,4,MIA,F9,40.66,0.0,37.45,0.0,28.98,128,2,1,39,107.08,0.3047
2021,4,MIA,G4,17.73,64.04,27.96,0.0,0.0,197,5,1,65,109.73,0.3299
2021,4,MIA,VX,19.74,0.0,0.0,0.0,1.34,245,5,0,40,21.08,0.1633
2021,4,BOS,AA,0.0,0.0,8.5,0.0,0.0,308,10,1,69,8.5,0.224
2021,4,BOS,DL,19.96,45.12,0.0,0.0,0.0,258,5,2,85,65.08,0.3295
2021,4,BOS,UA,0.74,66.55,5.33,0.0,47.26,154,4,1,23,119.89,0.1494
2021,4,BOS,WN,37.84,0.0,14.23,0.0,0.0,195,8,0,66,52.07,0.3385
2021,4,BOS,AS,11.27,0.0,59.92,0.61,0.0,246,11,1,57,71.8,0.2317
2021,4,BOS,B6,1.73,29.91,0.0,0.0,0.0,87,3,0,22,31.65,0.2529
2021,4,BOS,NK,16.66,0.0,0.0,0.0,0.0,400,11,0,133,16.66,0.3325
2021,4,BOS,F9,0.0,0.0,15.94,0.0,69.36,474,15,3,118,85.3,0.2489
2021,4,BOS,G4,1.97,0.0,0.0,0.0,0.0,322,11,1,83,1.97,0.2578
2021,4,BOS,VX,8.82,0.0,55.61,8.69,28.02,465,6,3,108,101.14,0.2323
2021,4,MSP,AA,0.0,71.32,28.06,0.0,0.0,387,14,2,64,99.38,0.1654
2021,4,MSP,DL,4.56,0.0,15.05,0.33,60.29,419,14,3,81,80.22,0.1933
2021,4,MSP,UA,24.45,58.1,28.17,0.0,48.13,411,13,3,66,158.84,0.1606
2021,4,MSP,WN,1.21,0.0,8.05,0.0,0.0,65,1,0,21,9.26,0.3231
2021,4,MSP,AS,43.49,0.0,56.0,0.0,0.0,418,9,3,88,99.49,0.2105
2021,4,MSP,B6,13.95,9.23,17.28,0.0,0.0,171,4,1,29,40.46,0.1696
2021,4,MSP,NK,10.4,36.58,53.4,5.1,0.0,110,4,1,29,105.48,0.2636
2021,4,MSP,F9,13.94,53.73,51.23,0.0,0.0,281,4,0,66,118.9,0.2349
2021,4,MSP,G4,0.0,0.0,0.0,0.0,20.6,105,3,0,28,20.6,0.2667
2021,4,MSP,VX,13.31,0.0,0.0,0.0,0.0,323,12,3,91,13.31,0.2817
2021,4,FLL,AA,0.0,0.0,33.26,0.0,0.0,52,1,0,16,33.26,0.3077
2021,4,FLL,DL,28.56,0.0,25.65,0.0,0.0,126,4,0,33,54.21,0.2619
2021,4,FLL,UA,0.0,0.0,27.06,0.0,0.0,158,7,0,25,27.06,0.1582
2021,4,FLL,WN,34.49,0.0,0.0,0.0,0.0,317,11,0,88,34.49,0.2776
2021,4,FLL,AS,1.41,41.43,21.12,0.0,0.0,354,7,3,93,63.97,0.2627
2021,4,FLL,B6,39.58,14.09,0.0,0.0,18.07,461,10,2,155,71.74,0.3362
2021,4,FLL,NK,13.34,0.0,23.01,6.92,0.0,154,7,0,48,43.27,0.3117
2021,4,FLL,F9,0.0,0.0,21.91,3.01,24.7,497,5,4,159,49.62,0.3199
2021,4,FLL,G4,0.0,64.31,28.43,0.0,20.36,331,11,1,82,113.11,0.2477
2021,4,FLL,VX,16.13,4.44,0.0,7.3,0.0,350,12,2,67,27.86,0.1914
2021,4,DTW,AA,5.12,0.0,36.42,0.0,0.71,486,15,2,127,42.25,0.2613
2021,4,DTW,DL,5.92,0.0,55.92,0.0,0.0,407,10,4,137,61.84,0.3366
2021,4,DTW,UA,20.39,0.0,4.28,0.0,0.0,223,4,1,73,24.66,0.3274
2021,4,DTW,WN,0.0,0.0,43.08,0.0,12.65,143,5,0,48,55.73,0.3357
2021,4,DTW,AS,25.63,23.16,0.0,0.0,42.25,321,10,0,58,91.04,0.1807
2021,4,DTW,B6,0.0,23.19,0.0,0.19,30.06,206,4,1,60,53.44,0.2913
2021,4,DTW,NK,0.0,14.44,0.0,0.0,21.79,367,10,3,89,36.24,0.2425
2021,4,DTW,F9,47.78,12.04,0.0,0.0,21.41,335,7,3,73,81.23,0.2179
2021,4,DTW,G4,17.88,42.75,59.09,0.0,33.12,334,14,3,100,152.84,0.2994
2021,4,DTW,VX,0.0,0.0,6.7,0.0,66.14,327,15,3,103,72.84,0.315
2021,4,PHL,AA,6.67,0.0,0.0,0.0,0.0,150,7,0,31,6.67,0.2067
2021,4,PHL,DL,42.71,0.0,0.0,0.0,17.49,75,1,0,14,60.19,0.1867
2021,4,PHL,UA,19.42,9.99,0.0,0.0,2.41,462,8,4,126,31.82,0.2727
2021,4,PHL,WN,0.0,65.07,0.0,0.0,0.0,215,7,0,67,65.07,0.3116
2021,4,PHL,AS,10.53,0.0,5.38,0.0,23.34,380,17,3,60,39.25,0.1579
2021,4,PHL,B6,43.33,0.0,0.0,0.0,0.0,204,9,1,56,43.33,0.2745
2021,4,PHL,NK,17.24,2.79,3.55,0.0,0.0,105,2,0,36,23.58,0.3429
2021,4,PHL,F9,0.84,0.0,0.0,0.0,47.74,476,20,2,106,48.59,0.2227
2021,4,PHL,G4,0.0,0.0,22.78,0.0,6.62,484,19,1,113,29.4,0.2335
2021,4,PHL,VX,11.19,0.0,24.41,0.0,0.0,112,2,0,21,35.61,0.1875
2021,4,LGA,AA,16.56,0.0,51.08,0.0,0.0,390,16,0,72,67.64,0.1846
2021,4,LGA,DL,37.41,0.0,0.0,0.0,0.0,499,7,4,172,37.41,0.3447
2021,4,LGA,UA,3.41,7.19,22.38,0.0,29.08,234,6,2,40,62.07,0.1709
2021,4,LGA,WN,0.0,64.28,0.0,0.0,0.0,343,4,2,94,64.28,0.2741
2021,4,LGA,AS,0.0,0.0,49.33,0.0,0.0,462,15,1,129,49.33,0.2792
2021,4,LGA,B6,28.75,0.0,47.72,0.0,4.0,305,5,0,76,80.47,0.2492
2021,4,LGA,NK,0.0,0.0,0.0,0.0,0.0,311,14,2,47,0.0,0.1511
2021,4,LGA,F9,0.0,2.83,20.49,0.0,45.39,404,16,2,75,68.7,0.1856
2021,4,LGA,G4,18.19,56.95,0.0,0.0,34.16,111,4,0,18,109.3,0.1622
2021,4,LGA,VX,0.0,50.21,0.0,0.0,15.13,404,11,0,102,65.34,0.2525
2021,4,BWI,AA,47.33,0.0,24.3,0.0,68.31,387,9,2,116,139.93,0.2997
2021,4,BWI,DL,19.14,0.0,0.0,0.0,6.02,57,1,0,10,25.15,0.1754
2021,4,BWI,UA,0.0,9.56,2.23,0.0,35.24,240,4,0,71,47.03,0.2958
2021,4,BWI,WN,0.0,29.19,0.0,0.0,41.64,55,1,0,11,70.83,0.2
2021,4,BWI,AS,0.0,57.09,0.0,0.0,0.0,180,2,0,45,57.09,0.25
2021,4,BWI,B6,0.0,0.0,33.55,0.0,12.17,219,8,0,67,45.72,0.3059
2021,4,BWI,NK,38.74,38.33,0.0,0.0,8.91,396,8,3,135,85.98,0.3409
2021,4,BWI,F9,46.73,45.39,36.85,0.0,63.81,360,4,3,114,192.78,0.3167
2021,4,BWI,G4,26.75,78.55,0.0,0.0,58.44,254,4,2,43,163.75,0.1693
2021,4,BWI,VX,49.29,0.0,26.47,0.0,0.0,267,6,0,69,75.76,0.2584
2021,4,SLC,AA,36.82,5.92,34.65,1.01,61.55,80,3,0,21,139.96,0.2625
2021,4,SLC,DL,24.5,0.0,35.23,6.83,59.88,118,2,0,27,126.44,0.2288
2021,4,SLC,UA,0.0,0.0,0.0,0.0,55.3,101,2,0,20,55.3,0.198
2021,4,SLC,WN,1.81,22.61,0.0,0.0,0.0,119,2,1,37,24.41,0.3109
2021,4,SLC,AS,0.0,0.0,36.98,0.0,0.0,151,6,0,43,36.98,0.2848
2021,4,SLC,B6,0.0,0.0,0.0,0.0,0.0,99,1,0,25,0.0,0.2525
2021,4,SLC,NK,13.57,0.0,19.95,0.0,0.0,300,7,1,60,33.52,0.2
2021,4,SLC,F9,48.79,0.0,0.0,0.0,33.19,479,5,3,137,81.98,0.286
2021,4,SLC,G4,27.43,0.0,0.0,0.0,60.24,237,3,0,46,87.67,0.1941
2021,4,SLC,VX,0.0,46.01,57.29,0.0,21.42,151,4,1,28,124.72,0.1854
2021,4,IAD,AA,20.84,60.34,0.0,4.66,0.0,452,20,3,93,85.84,0.2058
2021,4,IAD,DL,0.0,0.0,6.98,0.0,0.0,450,8,1,155,6.98,0.3444
2021,4,IAD,UA,25.27,0.0,31.14,0.0,17.07,442,13,2,93,73.48,0.2104
2021,4,IAD,WN,22.86,0.0,26.14,0.0,54.96,108,4,0,25,103.97,0.2315
2021,4,IAD,AS,24.84,0.0,0.0,9.88,14.72,229,4,1,43,49.43,0.1878
2021,4,IAD,B6,0.0,48.11,20.11,0.0,67.57,121,2,0,21,135.79,0.1736
2021,4,IAD,NK,28.86,0.0,0.0,0.0,0.0,104,4,0,26,28.86,0.25
2021,4,IAD,F9,38.92,42.25,37.89,1.28,0.0,319,10,1,100,120.34,0.3135
2021,4,IAD,G4,25.06,72.35,0.0,0.0,13.6,61,2,0,18,111.01,0.2951
2021,4,IAD,VX,46.51,0.0,0.0,0.0,33.36,291,9,0,73,79.87,0.2509
2021,4,DCA,AA,2.2,0.0,42.64,0.0,2.2,474,21,1,105,47.04,0.2215
2021,4,DCA,DL,0.0,49.43,0.0,0.0,0.0,343,5,1,83,49.43,0.242
2021,4,DCA,UA,0.0,0.0,27.64,3.58,0.0,90,2,0,19,31.22,0.2111
2021,4,DCA,WN,35.19,51.22,30.03,0.0,0.0,190,7,0,50,116.45,0.2632
2021,4,DCA,AS,4.73,23.5,36.83,0.0,65.99,75,2,0,18,131.05,0.24
2021,4,DCA,B6,37.66,63.93,19.75,3.39,16.67,319,13,2,84,141.4,0.2633
2021,4,DCA,NK,18.07,0.0,57.7,0.0,0.0,404,13,2,77,75.77,0.1906
2021,4,DCA,F9,0.0,0.0,53.04,0.0,0.0,434,20,3,86,53.04,0.1982
2021,4,DCA,G4,20.8,0.0,8.54,0.0,0.0,330,5,1,53,29.34,0.1606
2021,4,DCA,VX,0.0,0.0,0.0,0.0,0.0,356,13,1,106,0.0,0.2978
2021,4,MDW,AA,2.39,14.24,5.25,0.0,0.0,93,3,0,16,21.88,0.172
2021,4,MDW,DL,34.3,2.45,40.54,9.03,39.07,389,14,1,70,125.38,0.1799
2021,4,MDW,UA,18.55,0.0,29.45,0.0,0.0,423,10,3,136,48.0,0.3215
2021,4,MDW,WN,0.0,0.0,0.0,0.0,0.0,270,8,2,52,0.0,0.1926
2021,4,MDW,AS,21.5,28.19,0.0,0.0,0.0,392,9,0,105,49.69,0.2679
2021,4,MDW,B6,18.1,0.0,38.38,0.0,0.0,202,6,0,62,56.48,0.3069
2021,4,MDW,NK,0.0,38.05,0.0,0.0,0.0,66,0,0,13,38.05,0.197
2021,4,MDW,F9,0.0,0.0,0.0,0.0,15.64,415,12,3,90,15.64,0.2169
2021,4,MDW,G4,0.0,0.0,20.12,0.0,13.99,381,6,0,66,34.1,0.1732
2021,4,MDW,VX,43.89,68.49,0.0,0.0,0.0,466,9,0,88,112.38,0.1888
2021,4,TPA,AA,0.0,0.0,0.0,0.0,58.91,92,3,0,14,58.91,0.1522
2021,4,TPA,DL,0.0,11.5,4.43,0.0,23.42,412,7,3,61,39.35,0.1481
2021,4,TPA,UA,22.8,0.0,0.0,0.0,44.97,497,10,3,96,67.77,0.1932
2021,4,TPA,WN,0.0,62.02,18.25,0.0,0.0,225,9,1,76,80.27,0.3378
2021,4,TPA,AS,0.0,60.3,0.0,0.0,65.86,237,11,0,69,126.16,0.2911
2021,4,TPA,B6,9.4,0.0,55.59,3.88,47.07,305,7,2,76,115.94,0.2492
2021,4,TPA,NK,15.59,0.0,1.05,0.0,0.0,325,5,0,54,16.64,0.1662
2021,4,TPA,F9,16.87,0.0,18.53,0.0,57.14,489,17,3,74,92.53,0.1513
2021,4,TPA,G4,2.87,68.77,16.17,0.0,0.0,115,5,0,36,87.81,0.313
2021,4,TPA,VX,5.07,54.68,25.21,0.0,0.0,128,3,0,39,84.96,0.3047
2021,4,BNA,AA,27.0,0.0,2.58,0.0,17.05,346,8,1,117,46.63,0.3382
2021,4,BNA,DL,24.11,31.01,51.0,0.0,0.0,374,17,3,87,106.12,0.2326
2021,4,BNA,UA,0.0,0.0,0.0,0.0,21.51,316,4,0,95,21.51,0.3006
2021,4,BNA,WN,24.19,37.6,0.0,0.0,0.0,260,4,0,86,61.79,0.3308
2021,4,BNA,AS,31.08,0.0,6.84,0.0,0.0,481,13,3,135,37.92,0.2807
2021,4,BNA,B6,23.03,0.0,0.0,0.0,12.4,300,12,1,96,35.42,0.32
2021,4,BNA,NK,17.77,0.0,55.82,0.0,0.0,205,6,1,60,73.59,0.2927
2021,4,BNA,F9,29.68,0.0,35.83,0.0,67.28,418,6,0,96,132.79,0.2297
2021,4,BNA,G4,21.66,48.7,12.07,0.0,54.38,379,15,1,75,136.81,0.1979
2021,4,BNA,VX,0.0,0.0,35.52,0.0,62.26,213,4,1,43,97.78,0.2019
2021,4,AUS,AA,36.82,0.0,37.09,0.0,0.0,263,8,0,45,73.92,0.1711
2021,4,AUS,DL,19.41,0.0,0.0,0.0,1.66,223,6,0,76,21.07,0.3408
2021,4,AUS,UA,27.98,19.86,0.0,0.0,2.11,122,1,0,29,49.94,0.2377
2021,4,AUS,WN,24.98,7.73,21.74,0.0,69.6,127,1,0,35,124.06,0.2756
2021,4,AUS,AS,8.2,26.0,0.0,0.0,45.93,366,8,3,98,80.13,0.2678
2021,4,AUS,B6,31.29,0.0,8.94,0.0,66.64,411,9,1,134,106.86,0.326
2021,4,AUS,NK,35.46,58.38,17.61,0.0,0.0,61,1,0,14,111.46,0.2295
2021,4,AUS,F9,19.74,68.2,27.75,0.0,0.0,418,9,3,123,115.69,0.2943
2021,4,AUS,G4,4.92,61.61,54.92,1.58,0.0,216,8,0,35,123.02,0.162
2021,4,AUS,VX,32.66,59.77,32.81,0.0,17.52,267,6,0,51,142.76,0.191
2021,4,MCI,AA,0.0,0.0,10.85,0.0,0.0,128,6,1,35,10.85,0.2734
2021,4,MCI,DL,32.1,37.75,0.0,0.0,0.0,151,4,1,32,69.85,0.2119
2021,4,MCI,UA,26.44,79.4,41.83,0.0,35.24,330,15,2,51,182.9,0.1545
2021,4,MCI,WN,0.0,61.52,27.74,0.0,0.0,179,7,1,46,89.25,0.257
2021,4,MCI,AS,0.0,0.0,53.77,0.0,27.74,125,5,0,31,81.51,0.248
2021,4,MCI,B6,16.41,0.0,53.68,0.0,15.29,277,5,1,74,85.38,0.2671
2021,4,MCI,NK,0.0,0.0,22.9,0.0,0.0,338,14,2,79,22.9,0.2337
2021,4,MCI,F9,0.0,16.26,0.0,0.0,0.0,167,4,1,27,16.26,0.1617
2021,4,MCI,G4,17.92,43.77,16.51,0.0,0.0,74,3,0,11,78.2,0.1486
2021,4,MCI,VX,40.94,0.0,25.32,0.0,51.71,155,2,0,36,117.97,0.2323
2021,5,ATL,AA,1.98,0.0,0.0,0.0,35.21,964,10,2,166,37.19,0.1722
2021,5,ATL,DL,0.0,0.0,58.53,0.0,0.0,456,9,0,79,48.77,0.1732
2021,5,ATL,UA,38.82,0.0,30.54,0.0,33.18,218,5,0,24,97.45,0.1101
2021,5,ATL,WN,0.0,36.89,32.36,0.0,44.32,988,8,2,96,108.18,0.0972
2021,5,ATL,AS,0.92,0.0,65.71,0.0,6.95,216,1,0,18,62.63,0.0833
2021,5,ATL,B6,40.71,0.0,0.0,0.0,39.81,678,8,2,65,80.53,0.0959
2021,5,ATL,NK,9.53,0.0,71.9,0.0,13.9,802,8,1,66,83.35,0.0823
2021,5,ATL,F9,24.01,0.0,29.81,0.0,0.0,984,11,2,126,48.86,0.128
2021,5,ATL,G4,0.0,27.33,0.0,0.0,4.57,256,5,1,35,31.89,0.1367
2021,5,ATL,VX,0.0,0.0,0.0,0.0,0.0,492,8,2,75,0.0,0.1524
2021,5,LAX,AA,25.51,0.0,19.05,0.0,25.25,366,8,0,64,66.64,0.1749
2021,5,LAX,DL,45.53,0.0,0.0,0.0,0.0,850,9,0,69,45.53,0.0812
2021,5,LAX,UA,0.0,53.87,13.39,0.0,0.0,904,20,2,136,65.03,0.1504
2021,5,LAX,WN,0.0,4.3,47.21,0.0,36.76,924,12,2,144,80.4,0.1558
2021,5,LAX,AS,6.93,0.0,52.03,5.07,0.0,394,4,1,43,55.36,0.1091
2021,5,LAX,B6,40.78,0.0,28.01,0.0,0.0,988,18,2,88,64.13,0.0891
2021,5,LAX,NK,0.0,0.0,0.0,0.0,27.1,682,15,3,111,27.1,0.1628
2021,5,LAX,F9,11.83,6.74,49.98,0.0,24.76,746,10,3,101,84.98,0.1354
2021,5,LAX,G4,0.0,21.17,25.81,0.0,0.0,414,6,0,44,42.67,0.1063
2021,5,LAX,VX,0.0,0.0,0.0,0.0,0.0,958,13,0,121,0.0,0.1263
2021,5,ORD,AA,15.63,0.0,0.0,0.0,44.63,618,8,0,88,60.26,0.1424
2021,5,ORD,DL,47.6,0.0,13.34,3.63,50.52,738,9,0,59,112.86,0.0799
2021,5,ORD,UA,41.15,11.03,61.89,0.0,64.37,906,13,3,129,168.12,0.1424
