year,month,airport,airport_name,carrier,carrier_name,arr_flights,arr_cancelled,arr_diverted,arr_del15,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_ratio
2023,6,DFW,Dallas/Fort Worth International,AS,Alaska Airlines,1509,18,7,962,29100.04,88,238,337,16,283,0.6375
2023,6,DFW,Dallas/Fort Worth International,NK,Spirit Airlines,3130,36,9,939,17860.36,276,58,422,6,177,0.3
2023,6,DFW,Dallas/Fort Worth International,F9,Frontier Airlines,3205,21,15,1565,37773.39,664,108,475,42,276,0.4883
2023,6,DEN,Denver International,AA,American Airlines,2531,40,12,602,14429.06,283,186,35,26,72,0.2379
2023,6,DEN,Denver International,DL,Delta Air Lines,2848,43,3,1340,39455.33,571,99,306,22,342,0.4705
2023,6,DEN,Denver International,UA,United Airlines,2337,33,1,1209,41422.89,215,324,308,29,333,0.5173
2023,6,DEN,Denver International,WN,Southwest Airlines,1485,25,5,969,31425.94,235,171,328,18,217,0.6525
2023,6,DEN,Denver International,B6,JetBlue Airways,1229,7,1,537,12325.79,107,68,175,10,177,0.4369
2023,6,DEN,Denver International,AS,Alaska Airlines,1751,24,6,1142,30669.45,158,237,414,23,310,0.6522
2023,6,DEN,Denver International,NK,Spirit Airlines,2238,31,2,641,14280.2,114,21,143,15,348,0.2864
2023,6,DEN,Denver International,F9,Frontier Airlines,3019,49,2,864,16488.98,235,95,421,6,107,0.2862
2023,6,JFK,John F. Kennedy International,AA,American Airlines,2299,40,0,865,19429.36,33,213,551,5,63,0.3763
2023,6,JFK,John F. Kennedy International,DL,Delta Air Lines,1453,7,6,565,14426.56,178,68,141,23,155,0.3889
2023,6,JFK,John F. Kennedy International,UA,United Airlines,1375,9,4,369,12039.09,107,17,32,21,192,0.2684
2023,6,JFK,John F. Kennedy International,WN,Southwest Airlines,1905,35,7,847,29206.44,296,149,295,28,79,0.4446
2023,6,JFK,John F. Kennedy International,B6,JetBlue Airways,2896,39,2,1997,53716.94,487,333,666,56,455,0.6896
2023,6,JFK,John F. Kennedy International,AS,Alaska Airlines,2741,39,4,1313,33496.76,375,256,567,14,101,0.479
2023,6,JFK,John F. Kennedy International,NK,Spirit Airlines,2013,31,4,561,17874.28,99,165,20,0,277,0.2787
2023,6,JFK,John F. Kennedy International,F9,Frontier Airlines,1402,16,4,708,24141.58,260,146,19,22,261,0.505
2023,6,SFO,San Francisco International,AA,American Airlines,2310,24,0,1122,35393.54,412,230,314,38,128,0.4857
2023,6,SFO,San Francisco International,DL,Delta Air Lines,2498,28,3,1151,23912.69,230,297,462,25,137,0.4608
2023,6,SFO,San Francisco International,UA,United Airlines,3001,46,12,1260,36074.42,407,122,284,5,442,0.4199
2023,6,SFO,San Francisco International,WN,Southwest Airlines,2415,44,12,1388,42514.1,375,360,293,18,342,0.5747
2023,6,SFO,San Francisco International,B6,JetBlue Airways,3192,22,13,816,16218.86,212,80,201,17,306,0.2556
2023,6,SFO,San Francisco International,AS,Alaska Airlines,2251,44,7,1231,22563.89,159,368,518,12,174,0.5469
2023,6,SFO,San Francisco International,NK,Spirit Airlines,1171,22,0,312,9409.4,67,36,159,8,42,0.2664
2023,6,SFO,San Francisco International,F9,Frontier Airlines,2975,5,3,492,11715.76,112,87,30,31,232,0.1654
2023,6,SEA,Seattle-Tacoma International,AA,American Airlines,1869,36,5,556,10537.67,257,26,184,5,84,0.2975
2023,6,SEA,Seattle-Tacoma International,DL,Delta Air Lines,3104,30,2,1545,49275.09,576,491,200,12,266,0.4977
2023,6,SEA,Seattle-Tacoma International,UA,United Airlines,3244,5,3,1801,55001.68,274,404,804,56,263,0.5552
2023,6,SEA,Seattle-Tacoma International,WN,Southwest Airlines,1128,11,3,607,15805.09,208,34,281,21,63,0.5381
2023,6,SEA,Seattle-Tacoma International,B6,JetBlue Airways,2853,24,14,1199,36761.72,350,91,659,46,53,0.4203
2023,6,SEA,Seattle-Tacoma International,AS,Alaska Airlines,2502,38,1,931,30804.77,149,256,320,12,194,0.3721
2023,6,SEA,Seattle-Tacoma International,NK,Spirit Airlines,2814,18,1,1099,22908.79,261,334,459,20,25,0.3905
2023,6,SEA,Seattle-Tacoma International,F9,Frontier Airlines,1774,23,1,684,21422.25,222,134,19,2,307,0.3856
2023,6,LAS,McCarran International,AA,American Airlines,2304,43,2,809,15819.05,210,55,269,10,265,0.3511
2023,6,LAS,McCarran International,DL,Delta Air Lines,2685,26,12,708,21185.19,81,40,379,41,167,0.2637
2023,6,LAS,McCarran International,UA,United Airlines,3146,11,4,1749,54928.31,519,248,339,62,581,0.5559
2023,6,LAS,McCarran International,WN,Southwest Airlines,3053,27,14,1357,41137.16,217,20,720,24,376,0.4445
2023,6,LAS,McCarran International,B6,JetBlue Airways,1706,33,0,1108,33073.4,268,234,301,18,287,0.6495
2023,6,LAS,McCarran International,AS,Alaska Airlines,1544,23,2,849,19255.76,298,99,180,23,249,0.5499
2023,6,LAS,McCarran International,NK,Spirit Airlines,2633,40,2,733,23404.77,90,281,173,28,161,0.2784
2023,6,LAS,McCarran International,F9,Frontier Airlines,2481,28,7,1369,28959.94,20,407,533,24,385,0.5518
2023,6,MCO,Orlando International,AA,American Airlines,1089,16,4,388,12386.45,81,92,47,21,147,0.3563
2023,6,MCO,Orlando International,DL,Delta Air Lines,1544,21,7,863,21546.24,302,49,328,9,175,0.5589
2023,6,MCO,Orlando International,UA,United Airlines,1896,12,1,477,15669.15,287,44,37,8,101,0.2516
2023,6,MCO,Orlando International,WN,Southwest Airlines,1576,8,7,468,12607.43,118,35,31,24,260,0.297
2023,6,MCO,Orlando International,B6,JetBlue Airways,2906,42,4,628,11443.71,70,197,241,38,82,0.2161
2023,6,MCO,Orlando International,AS,Alaska Airlines,1595,25,7,848,23308.41,60,249,342,3,194,0.5317
2023,6,MCO,Orlando International,NK,Spirit Airlines,2146,28,0,1116,34019.15,441,325,287,33,30,0.52
2023,6,MCO,Orlando International,F9,Frontier Airlines,1848,9,3,706,17332.74,285,59,66,14,282,0.382
2023,6,EWR,Newark Liberty International,AA,American Airlines,1553,21,3,677,21005.16,311,170,106,26,64,0.4359
2023,6,EWR,Newark Liberty International,DL,Delta Air Lines,2574,27,10,1411,44406.78,489,369,452,6,95,0.5482
2023,6,EWR,Newark Liberty International,UA,United Airlines,2503,30,8,1065,27190.74,192,346,176,34,317,0.4255
2023,6,EWR,Newark Liberty International,WN,Southwest Airlines,1977,25,8,1020,23968.64,186,200,226,27,381,0.5159
2023,6,EWR,Newark Liberty International,B6,JetBlue Airways,1679,23,8,948,32561.98,129,202,407,16,194,0.5646
2023,6,EWR,Newark Liberty International,AS,Alaska Airlines,2230,30,0,780,20903.5,391,27,306,38,18,0.3498
2023,6,EWR,Newark Liberty International,NK,Spirit Airlines,1843,5,4,746,23212.46,133,119,453,20,21,0.4048
2023,6,EWR,Newark Liberty International,F9,Frontier Airlines,2875,57,4,1645,32246.74,586,271,584,36,168,0.5722
2023,6,CLT,Charlotte Douglas International,AA,American Airlines,2264,27,2,799,17546.76,90,145,390,37,137,0.3529
2023,6,CLT,Charlotte Douglas International,DL,Delta Air Lines,3199,24,2,1736,52602.31,604,419,597,27,89,0.5427
2023,6,CLT,Charlotte Douglas International,UA,United Airlines,3149,35,5,1608,29965.59,519,107,624,41,317,0.5106
2023,6,CLT,Charlotte Douglas International,WN,Southwest Airlines,3191,41,12,1379,45446.98,100,67,804,42,366,0.4322
2023,6,CLT,Charlotte Douglas International,B6,JetBlue Airways,2195,31,1,1014,29149.75,414,126,26,40,408,0.462
2023,6,CLT,Charlotte Douglas International,AS,Alaska Airlines,1183,14,4,478,11259.83,30,91,291,18,48,0.4041
2023,6,CLT,Charlotte Douglas International,NK,Spirit Airlines,2897,19,2,1396,27265.85,71,354,417,28,526,0.4819
2023,6,CLT,Charlotte Douglas International,F9,Frontier Airlines,2189,23,6,789,21866.73,95,77,359,5,253,0.3604
2023,6,PHX,Phoenix Sky Harbor International,AA,American Airlines,1170,22,3,474,14767.48,87,31,219,16,121,0.4051
2023,6,PHX,Phoenix Sky Harbor International,DL,Delta Air Lines,1387,9,3,602,16578.99,121,134,217,20,110,0.434
2023,6,PHX,Phoenix Sky Harbor International,UA,United Airlines,2997,38,3,1100,25847.8,268,46,287,49,450,0.367
2023,6,PHX,Phoenix Sky Harbor International,WN,Southwest Airlines,2572,10,1,1187,27838.18,443,226,389,22,107,0.4615
2023,6,PHX,Phoenix Sky Harbor International,B6,JetBlue Airways,2620,46,0,1270,44237.54,332,96,373,39,430,0.4847
2023,6,PHX,Phoenix Sky Harbor International,AS,Alaska Airlines,2216,44,2,903,21992.52,245,32,254,12,360,0.4075
2023,6,PHX,Phoenix Sky Harbor International,NK,Spirit Airlines,3056,51,2,769,25199.2,135,388,70,15,161,0.2516
2023,6,PHX,Phoenix Sky Harbor International,F9,Frontier Airlines,3222,23,0,1370,25189.8,371,123,327,57,492,0.4252
2023,6,IAH,George Bush Intercontinental,AA,American Airlines,1596,28,3,673,20066.31,124,142,295,30,82,0.4217
2023,6,IAH,George Bush Intercontinental,DL,Delta Air Lines,2818,6,6,948,21641.16,559,32,276,10,71,0.3364
2023,6,IAH,George Bush Intercontinental,UA,United Airlines,3140,49,8,1323,25311.85,74,486,685,60,18,0.4213
2023,6,IAH,George Bush Intercontinental,WN,Southwest Airlines,2797,22,10,1275,41751.12,388,452,125,1,309,0.4558
2023,6,IAH,George Bush Intercontinental,B6,JetBlue Airways,2767,29,3,1321,43243.12,409,270,116,20,506,0.4774
2023,6,IAH,George Bush Intercontinental,AS,Alaska Airlines,2454,10,2,1279,23489.22,121,266,483,35,374,0.5212
2023,6,IAH,George Bush Intercontinental,NK,Spirit Airlines,1697,21,4,695,16607.2,190,260,216,10,19,0.4095
2023,6,IAH,George Bush Intercontinental,F9,Frontier Airlines,1976,27,4,895,20030.59,140,266,156,3,330,0.4529
2023,6,MIA,Miami International,AA,American Airlines,2069,6,8,612,17850.72,163,125,92,21,211,0.2958
2023,6,MIA,Miami International,DL,Delta Air Lines,1272,17,4,663,18391.14,265,183,131,13,71,0.5212
2023,6,MIA,Miami International,UA,United Airlines,2174,24,9,933,18991.96,188,239,149,13,344,0.4292
2023,6,MIA,Miami International,WN,Southwest Airlines,2480,48,12,949,31579.81,123,80,331,44,371,0.3827
2023,6,MIA,Miami International,B6,JetBlue Airways,1398,18,6,752,14402.93,94,177,304,5,172,0.5379
2023,6,MIA,Miami International,AS,Alaska Airlines,2458,12,2,532,17535.91,182,84,45,48,173,0.2164
2023,6,MIA,Miami International,NK,Spirit Airlines,2141,31,4,1294,27426.16,246,336,295,9,408,0.6044
2023,6,MIA,Miami International,F9,Frontier Airlines,1389,10,0,773,21750.78,156,165,305,19,128,0.5565
2023,7,ATL,Hartsfield-Jackson Atlanta International,AA,American Airlines,1653,26,0,728,19320.77,203,50,367,30,78,0.4404
2023,7,ATL,Hartsfield-Jackson Atlanta International,DL,Delta Air Lines,2649,35,11,1200,24405.26,402,104,411,31,252,0.453
2023,7,ATL,Hartsfield-Jackson Atlanta International,UA,United Airlines,1553,12,0,694,15117.69,229,205,22,17,221,0.4469
2023,7,ATL,Hartsfield-Jackson Atlanta International,WN,Southwest Airlines,2826,17,12,1007,29901.52,229,43,196,28,511,0.3563
2023,7,ATL,Hartsfield-Jackson Atlanta International,B6,JetBlue Airways,2258,20,6,893,25357.26,227,31,404,20,211,0.3955
2023,7,ATL,Hartsfield-Jackson Atlanta International,AS,Alaska Airlines,3016,41,1,1177,38749.5,553,65,477,29,53,0.3903
2023,7,ATL,Hartsfield-Jackson Atlanta International,NK,Spirit Airlines,1693,21,8,850,26356.56,222,30,300,24,274,0.5021
2023,7,ATL,Hartsfield-Jackson Atlanta International,F9,Frontier Airlines,1170,11,2,550,11456.65,132,111,170,9,128,0.4701
2023,7,LAX,Los Angeles International,AA,American Airlines,1822,8,8,862,26105.67,92,247,439,28,56,0.4731
2023,7,LAX,Los Angeles International,DL,Delta Air Lines,1340,10,6,560,10317.16,89,110,226,10,125,0.4179
2023,7,LAX,Los Angeles International,UA,United Airlines,2247,42,11,663,19730.35,123,242,107,16,175,0.2951
2023,7,LAX,Los Angeles International,WN,Southwest Airlines,2934,55,2,848,24404.79,146,56,131,45,470,0.289
2023,7,LAX,Los Angeles International,B6,JetBlue Airways,1266,21,5,659,16104.34,118,196,276,19,50,0.5205
2023,7,LAX,Los Angeles International,AS,Alaska Airlines,2052,7,2,1053,34506.72,191,299,461,9,93,0.5132
2023,7,LAX,Los Angeles International,NK,Spirit Airlines,1515,29,0,756,17319.41,234,88,173,23,238,0.499
2023,7,LAX,Los Angeles International,F9,Frontier Airlines,1521,8,2,629,11452.54,123,10,333,24,139,0.4135
2023,7,ORD,Chicago O'Hare International,AA,American Airlines,2364,36,8,1101,30839.74,433,12,520,15,121,0.4657
2023,7,ORD,Chicago O'Hare International,DL,Delta Air Lines,2306,34,6,622,14136.77,246,50,21,15,290,0.2697
2023,7,ORD,Chicago O'Hare International,UA,United Airlines,2713,40,13,546,15891.72,232,35,204,9,66,0.2013
2023,7,ORD,Chicago O'Hare International,WN,Southwest Airlines,1137,9,0,556,10471.44,190,157,167,10,32,0.489
2023,7,ORD,Chicago O'Hare International,B6,JetBlue Airways,2148,16,2,1137,31656.84,364,155,196,29,393,0.5293
2023,7,ORD,Chicago O'Hare International,AS,Alaska Airlines,1134,7,2,621,15689.26,102,104,209,2,204,0.5476
2023,7,ORD,Chicago O'Hare International,NK,Spirit Airlines,2505,9,4,972,22030.49,261,78,139,44,450,0.388
2023,7,ORD,Chicago O'Hare International,F9,Frontier Airlines,2442,31,8,800,15886.51,127,366,229,39,39,0.3276
2023,7,DFW,Dallas/Fort Worth International,AA,American Airlines,2982,45,8,1428,36071.15,109,257,720,38,304,0.4789
2023,7,DFW,Dallas/Fort Worth International,DL,Delta Air Lines,1882,21,8,886,23775.81,314,191,81,36,264,0.4708
2023,7,DFW,Dallas/Fort Worth International,UA,United Airlines,2722,36,7,1131,39186.19,204,322,253,45,307,0.4155
2023,7,DFW,Dallas/Fort Worth International,WN,Southwest Airlines,1043,8,0,728,23599.71,139,170,218,3,198,0.698
2023,7,DFW,Dallas/Fort Worth International,B6,JetBlue Airways,3168,44,13,1482,46983.46,443,56,356,44,583,0.4678
2023,7,DFW,Dallas/Fort Worth International,AS,Alaska Airlines,1604,5,3,535,14238.34,164,140,49,19,163,0.3335
2023,7,DFW,Dallas/Fort Worth International,NK,Spirit Airlines,1901,5,1,1066,30351.03,371,180,189,25,301,0.5608
2023,7,DFW,Dallas/Fort Worth International,F9,Frontier Airlines,1116,10,1,689,12818.49,104,96,260,15,214,0.6174
2023,7,DEN,Denver International,AA,American Airlines,1401,20,2,984,25448.2,255,231,289,28,181,0.7024
2023,7,DEN,Denver International,DL,Delta Air Lines,3207,31,1,2080,56388.91,553,316,593,40,578,0.6486
2023,7,DEN,Denver International,UA,United Airlines,1593,23,5,377,8959.63,201,43,91,17,25,0.2367
2023,7,DEN,Denver International,WN,Southwest Airlines,2038,39,2,1171,23404.03,312,320,214,11,314,0.5746
2023,7,DEN,Denver International,B6,JetBlue Airways,3122,53,9,801,21186.39,342,42,293,26,98,0.2566
2023,7,DEN,Denver International,AS,Alaska Airlines,1671,16,7,695,13836.01,174,120,283,19,99,0.4159
2023,7,DEN,Denver International,NK,Spirit Airlines,3129,7,6,1616,53948.95,114,464,533,1,504,0.5165
2023,7,DEN,Denver International,F9,Frontier Airlines,1449,11,5,933,19066.8,267,197,283,9,177,0.6439
2023,7,JFK,John F. Kennedy International,AA,American Airlines,1301,21,5,271,8165.91,53,62,33,14,109,0.2083
2023,7,JFK,John F. Kennedy International,DL,Delta Air Lines,2429,12,0,585,19372.95,179,32,104,21,249,0.2408
2023,7,JFK,John F. Kennedy International,UA,United Airlines,1314,21,6,617,17806.91,179,15,310,24,89,0.4696
2023,7,JFK,John F. Kennedy International,WN,Southwest Airlines,1597,15,3,685,20145.24,118,156,156,20,235,0.4289
2023,7,JFK,John F. Kennedy International,B6,JetBlue Airways,1765,9,2,558,11015.13,160,68,22,35,273,0.3161
2023,7,JFK,John F. Kennedy International,AS,Alaska Airlines,2484,27,8,956,21811.67,183,148,159,45,421,0.3849
2023,7,JFK,John F. Kennedy International,NK,Spirit Airlines,1691,10,1,716,14471.26,179,183,291,28,35,0.4234
2023,7,JFK,John F. Kennedy International,F9,Frontier Airlines,2293,8,1,593,12478.33,216,37,103,27,210,0.2586
2023,7,SFO,San Francisco International,AA,American Airlines,2626,42,10,1379,43985.29,476,325,379,19,180,0.5251
2023,7,SFO,San Francisco International,DL,Delta Air Lines,2938,53,10,1287,25198.91,566,50,491,36,144,0.4381
2023,7,SFO,San Francisco International,UA,United Airlines,3175,63,14,1477,32403.61,119,476,332,59,491,0.4652
2023,7,SFO,San Francisco International,WN,Southwest Airlines,1635,9,4,721,18533.89,206,210,108,21,176,0.441
2023,7,SFO,San Francisco International,B6,JetBlue Airways,1119,7,3,474,10806.43,48,99,260,14,53,0.4236
2023,7,SFO,San Francisco International,AS,Alaska Airlines,1966,13,8,904,24818.91,72,217,433,6,176,0.4598
2023,7,SFO,San Francisco International,NK,Spirit Airlines,1228,14,4,651,14414.93,138,112,226,7,168,0.5301
2023,7,SFO,San Francisco International,F9,Frontier Airlines,1462,20,6,527,16512.67,53,97,121,26,230,0.3605
2023,7,SEA,Seattle-Tacoma International,AA,American Airlines,2198,41,5,1279,37581.23,298,365,256,11,349,0.5819
2023,7,SEA,Seattle-Tacoma International,DL,Delta Air Lines,3008,50,15,1447,39700.6,137,313,625,29,343,0.4811
2023,7,SEA,Seattle-Tacoma International,UA,United Airlines,3227,33,5,1479,46015.89,335,425,86,13,620,0.4583
2023,7,SEA,Seattle-Tacoma International,WN,Southwest Airlines,2048,25,7,546,18063.56,350,41,61,13,81,0.2666
2023,7,SEA,Seattle-Tacoma International,B6,JetBlue Airways,3049,45,0,1267,29084.69,170,348,167,28,554,0.4155
2023,7,SEA,Seattle-Tacoma International,AS,Alaska Airlines,2678,41,7,1014,34085.13,220,115,339,19,321,0.3786
2023,7,SEA,Seattle-Tacoma International,NK,Spirit Airlines,2197,27,1,969,31485.32,318,14,537,25,75,0.4411
2023,7,SEA,Seattle-Tacoma International,F9,Frontier Airlines,1205,16,4,393,12828.0,33,10,301,11,38,0.3261
2023,7,LAS,McCarran International,AA,American Airlines,1121,12,3,687,20678.8,199,161,216,20,91,0.6128
2023,7,LAS,McCarran International,DL,Delta Air Lines,2120,29,6,720,15263.9,299,118,192,30,81,0.3396
2023,7,LAS,McCarran International,UA,United Airlines,2063,28,6,802,14594.19,98,157,461,8,78,0.3888
2023,7,LAS,McCarran International,WN,Southwest Airlines,2765,6,2,1430,29075.82,518,346,462,8,96,0.5172
2023,7,LAS,McCarran International,B6,JetBlue Airways,3185,31,14,2234,59558.56,638,445,653,23,475,0.7014
2023,7,LAS,McCarran International,AS,Alaska Airlines,2509,33,6,877,15896.77,201,125,205,27,319,0.3495
2023,7,LAS,McCarran International,NK,Spirit Airlines,2366,20,11,1197,29013.47,276,147,435,34,305,0.5059
2023,7,LAS,McCarran International,F9,Frontier Airlines,1140,20,5,465,9493.2,114,38,261,22,30,0.4079
2023,7,MCO,Orlando International,AA,American Airlines,2986,38,13,1648,54595.87,306,248,544,5,545,0.5519
2023,7,MCO,Orlando International,DL,Delta Air Lines,1275,12,3,627,17033.3,181,199,54,21,172,0.4918
2023,7,MCO,Orlando International,UA,United Airlines,2583,24,9,885,22984.13,74,185,562,49,15,0.3426
2023,7,MCO,Orlando International,WN,Southwest Airlines,2403,35,9,1460,33592.42,395,179,446,22,418,0.6076
2023,7,MCO,Orlando International,B6,JetBlue Airways,1485,6,4,702,19535.54,308,76,46,20,252,0.4727
2023,7,MCO,Orlando International,AS,Alaska Airlines,2564,8,10,1060,20566.83,318,424,42,18,258,0.4134
2023,7,MCO,Orlando International,NK,Spirit Airlines,2385,9,4,994,22234.04,149,77,302,17,449,0.4168
2023,7,MCO,Orlando International,F9,Frontier Airlines,3013,12,5,1691,41067.69,625,388,169,42,467,0.5612
2023,7,EWR,Newark Liberty International,AA,American Airlines,1506,13,3,662,15774.41,268,56,285,27,26,0.4396
2023,7,EWR,Newark Liberty International,DL,Delta Air Lines,1263,9,4,715,22233.82,259,49,268,24,115,0.5661
2023,7,EWR,Newark Liberty International,UA,United Airlines,1673,26,7,622,17987.27,346,95,122,22,37,0.3718
2023,7,EWR,Newark Liberty International,WN,Southwest Airlines,3051,57,3,1180,27285.42,73,95,490,25,497,0.3868
2023,7,EWR,Newark Liberty International,B6,JetBlue Airways,3026,53,7,2023,45445.94,408,359,737,24,495,0.6685
2023,7,EWR,Newark Liberty International,AS,Alaska Airlines,2451,32,0,1026,35243.07,167,239,406,43,171,0.4186
2023,7,EWR,Newark Liberty International,NK,Spirit Airlines,2857,7,1,1783,50598.43,564,336,377,54,452,0.6241
2023,7,EWR,Newark Liberty International,F9,Frontier Airlines,2775,22,5,983,25399.59,296,146,115,16,410,0.3542
2023,7,CLT,Charlotte Douglas International,AA,American Airlines,2836,52,3,1092,25471.54,219,276,360,43,194,0.385
2023,7,CLT,Charlotte Douglas International,DL,Delta Air Lines,1067,5,0,230,6820.3,23,115,40,16,36,0.2156
2023,7,CLT,Charlotte Douglas International,UA,United Airlines,1974,19,4,616,12050.81,148,108,32,1,327,0.3121
2023,7,CLT,Charlotte Douglas International,WN,Southwest Airlines,2620,47,13,1242,24889.2,242,316,139,45,500,0.474
2023,7,CLT,Charlotte Douglas International,B6,JetBlue Airways,2649,13,6,654,16963.61,209,66,203,16,160,0.2469
2023,7,CLT,Charlotte Douglas International,AS,Alaska Airlines,1241,19,2,574,17950.38,216,119,180,8,51,0.4625
2023,7,CLT,Charlotte Douglas International,NK,Spirit Airlines,1777,29,0,753,25786.71,215,208,185,3,142,0.4237
2023,7,CLT,Charlotte Douglas International,F9,Frontier Airlines,1744,10,7,559,16196.03,55,261,117,25,101,0.3205
2023,7,PHX,Phoenix Sky Harbor International,AA,American Airlines,1328,9,4,691,23158.42,240,65,329,20,37,0.5203
2023,7,PHX,Phoenix Sky Harbor International,DL,Delta Air Lines,2944,21,1,491,15325.6,55,47,87,36,266,0.1668
2023,7,PHX,Phoenix Sky Harbor International,UA,United Airlines,1089,20,1,556,13698.85,187,173,15,1,180,0.5106
2023,7,PHX,Phoenix Sky Harbor International,WN,Southwest Airlines,1443,27,5,670,17506.01,220,157,16,16,261,0.4643
2023,7,PHX,Phoenix Sky Harbor International,B6,JetBlue Airways,2115,9,8,656,18133.9,135,11,408,30,72,0.3102
2023,7,PHX,Phoenix Sky Harbor International,AS,Alaska Airlines,1995,26,4,803,21752.18,225,38,338,5,197,0.4025
2023,7,PHX,Phoenix Sky Harbor International,NK,Spirit Airlines,1944,10,7,451,15535.92,168,113,105,35,30,0.232
2023,7,PHX,Phoenix Sky Harbor International,F9,Frontier Airlines,2798,17,4,1428,37514.36,419,468,124,40,377,0.5104
2023,7,IAH,George Bush Intercontinental,AA,American Airlines,2723,33,11,393,11882.58,214,81,51,12,35,0.1443
2023,7,IAH,George Bush Intercontinental,DL,Delta Air Lines,2618,20,7,1236,32747.36,418,42,568,41,167,0.4721
2023,7,IAH,George Bush Intercontinental,UA,United Airlines,3200,33,0,582,14488.09,57,357,72,43,53,0.1819
2023,7,IAH,George Bush Intercontinental,WN,Southwest Airlines,1602,30,8,794,14789.77,254,86,394,14,46,0.4956
2023,7,IAH,George Bush Intercontinental,B6,JetBlue Airways,1415,20,0,550,10034.31,261,168,38,7,76,0.3887
2023,7,IAH,George Bush Intercontinental,AS,Alaska Airlines,2723,8,4,1087,34678.13,119,243,640,10,75,0.3992
2023,7,IAH,George Bush Intercontinental,NK,Spirit Airlines,1322,8,3,385,12241.41,132,26,118,13,96,0.2912
2023,7,IAH,George Bush Intercontinental,F9,Frontier Airlines,3004,48,12,1742,35422.87,352,71,715,36,568,0.5799
2023,7,MIA,Miami International,AA,American Airlines,3151,18,1,1313,29747.57,627,187,358,8,133,0.4167
2023,7,MIA,Miami International,DL,Delta Air Lines,3056,31,5,1161,39168.06,398,293,183,28,259,0.3799
2023,7,MIA,Miami International,UA,United Airlines,1147,9,0,619,20398.31,222,171,207,5,14,0.5397
2023,7,MIA,Miami International,WN,Southwest Airlines,1254,5,0,457,14498.78,65,32,160,13,187,0.3644
2023,7,MIA,Miami International,B6,JetBlue Airways,3096,35,4,1546,39665.92,231,83,670,17,545,0.4994
2023,7,MIA,Miami International,AS,Alaska Airlines,1675,10,0,1163,39722.34,325,102,382,31,323,0.6943
2023,7,MIA,Miami International,NK,Spirit Airlines,2709,24,5,1267,25337.0,448,12,586,15,206,0.4677
2023,7,MIA,Miami International,F9,Frontier Airlines,2450,11,9,1325,34306.47,205,399,567,32,122,0.5408
2023,8,ATL,Hartsfield-Jackson Atlanta International,AA,American Airlines,2706,47,3,722,21406.68,303,37,213,7,162,0.2668
2023,8,ATL,Hartsfield-Jackson Atlanta International,DL,Delta Air Lines,2302,36,2,856,20707.74,101,353,59,3,340,0.3719
2023,8,ATL,Hartsfield-Jackson Atlanta International,UA,United Airlines,1597,18,4,512,17265.99,191,242,37,6,36,0.3206
2023,8,ATL,Hartsfield-Jackson Atlanta International,WN,Southwest Airlines,1508,10,0,615,18612.27,268,141,74,2,130,0.4078
2023,8,ATL,Hartsfield-Jackson Atlanta International,B6,JetBlue Airways,2616,42,5,1330,26430.1,449,111,348,14,408,0.5084
2023,8,ATL,Hartsfield-Jackson Atlanta International,AS,Alaska Airlines,1645,8,3,611,15890.18,231,112,207,14,47,0.3714
2023,8,ATL,Hartsfield-Jackson Atlanta International,NK,Spirit Airlines,2329,8,6,913,22230.86,94,120,480,11,208,0.392
2023,8,ATL,Hartsfield-Jackson Atlanta International,F9,Frontier Airlines,2258,17,10,669,12407.01,203,148,222,21,75,0.2963
2023,8,LAX,Los Angeles International,AA,American Airlines,2553,8,4,969,20262.2,159,66,491,29,224,0.3796
2023,8,LAX,Los Angeles International,DL,Delta Air Lines,1953,19,4,974,27104.53,329,90,419,39,97,0.4987
2023,8,LAX,Los Angeles International,UA,United Airlines,2511,19,1,1347,35088.42,230,277,515,13,312,0.5364
2023,8,LAX,Los Angeles International,WN,Southwest Airlines,2271,22,0,1081,27438.19,393,229,267,15,177,0.476
2023,8,LAX,Los Angeles International,B6,JetBlue Airways,1631,23,2,585,20388.21,313,12,228,2,30,0.3587
2023,8,LAX,Los Angeles International,AS,Alaska Airlines,2992,54,8,1364,43327.71,54,227,558,25,500,0.4559
2023,8,LAX,Los Angeles International,NK,Spirit Airlines,2893,57,1,1034,30796.36,483,263,261,5,22,0.3574
2023,8,LAX,Los Angeles International,F9,Frontier Airlines,2121,18,2,720,13154.99,203,161,259,41,56,0.3395
2023,8,ORD,Chicago O'Hare International,AA,American Airlines,2821,24,2,1619,56016.03,490,449,599,47,34,0.5739
2023,8,ORD,Chicago O'Hare International,DL,Delta Air Lines,2273,13,11,1012,30325.93,227,104,394,40,247,0.4452
2023,8,ORD,Chicago O'Hare International,UA,United Airlines,1042,7,3,527,13301.66,196,95,150,1,85,0.5058
2023,8,ORD,Chicago O'Hare International,WN,Southwest Airlines,1757,27,8,1180,38909.8,314,116,418,5,327,0.6716
2023,8,ORD,Chicago O'Hare International,B6,JetBlue Airways,2997,8,8,1332,32254.44,392,464,67,7,402,0.4444
2023,8,ORD,Chicago O'Hare International,AS,Alaska Airlines,2687,7,5,1204,33149.6,395,99,587,45,78,0.4481
2023,8,ORD,Chicago O'Hare International,NK,Spirit Airlines,3099,18,4,1567,47849.07,362,132,567,7,499,0.5056
